title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_year,genre_encoded,console_encoded,publisher_encoded,metascore,userscore,total_sales_scaled,metascore_scaled,userscore_scaled,combined_score,success_combined
yoku's island express,Ps4,Action,Villa Gorilla,Villa Gorilla,9.0,0.01,0.01,0.0,0.0,0.0,2018.0,0,23,704,83.0,77.0,0.0004921259842519685,0.810126582278481,0.7938144329896907,0.320267871179746,1
axiom verge,Psv,Action,Thomas Happ Games,Thomas Happ Games,7.3,0.01,0.01,0.0,0.0,0.0,2015.0,0,26,656,84.0,78.0,0.0004921259842519685,0.8227848101265823,0.8041237113402062,0.3247439249445901,1
zombie vikings,Ps4,Action,Rising Star Games,Zoink Games,7.3,0.01,0.0,0.0,0.01,0.0,2016.0,0,23,549,64.0,70.0,0.0004921259842519685,0.569620253164557,0.7216494845360825,0.26615068469925535,0
bound by flame,Ps3,Action,Focus Home Interactive,Spiders,7.3,0.01,0.0,0.0,0.01,0.0,2014.0,0,22,207,56.0,68.0,0.0004921259842519685,0.46835443037974683,0.7010309278350515,0.2458061721062761,0
ultimate spider-man,Pc,Action,Activision,Beenox,7.3,0.01,0.01,0.0,0.0,0.0,2005.0,0,17,23,77.0,85.0,0.0004921259842519685,0.7341772151898734,0.8762886597938144,0.3294940228174858,1
magus,Ps3,Action,Aksys Games,Black Tower Studios,7.3,0.01,0.01,0.0,0.0,0.0,2014.0,0,22,31,32.0,46.0,0.0004921259842519685,0.16455696202531644,0.4742268041237113,0.14353552092527647,0
saints row: gat out of hell,Ps3,Action,Deep Silver,Volition Inc.,7.3,0.01,0.0,0.0,0.01,0.0,2015.0,0,22,144,64.0,56.0,0.0004921259842519685,0.569620253164557,0.5773195876288659,0.23006821047245118,0
hugo: the evil mirror,Gba,Action,Namco,Ite Media,5.9,0.01,0.01,0.0,0.0,0.0,2005.0,0,6,435,58.0,80.0,0.0004921259842519685,0.4936708860759494,0.8247422680412371,0.2805314755122529,0
painkiller: hell & damnation,Pc,Action,Nordic Games,The Farm 51,7.3,0.01,0.0,0.0,0.01,0.0,2012.0,0,17,467,64.0,65.0,0.0004921259842519685,0.569620253164557,0.6701030927835051,0.253264086761111,0
disney universe,Pc,Action,Disney Interactive Studios,Disney Interactive Studios,7.3,0.01,0.01,0.0,0.0,0.0,2011.0,0,17,154,66.0,63.0,0.0004921259842519685,0.5949367088607594,0.6494845360824743,0.25190691594028364,0
bound by flame,X360,Action,Focus Home Interactive,Spiders,7.3,0.01,0.0,0.0,0.01,0.0,2014.0,0,35,207,56.0,68.0,0.0004921259842519685,0.46835443037974683,0.7010309278350515,0.2458061721062761,0
the escapists: the walking dead,Ps4,Action,Team17 Software,Team17 Software,7.3,0.01,0.0,0.0,0.0,0.0,2016.0,0,23,639,65.0,76.0,0.0004921259842519685,0.5822784810126582,0.7835051546391752,0.28351333640224374,0
garfield and his nine lives,Gba,Action,Game Factory,Lucky Jump,7.3,0.01,0.0,0.0,0.0,0.0,2006.0,0,6,230,56.0,70.0,0.0004921259842519685,0.46835443037974683,0.7216494845360825,0.2509608112815338,0
the mighty quest for epic loot,Pc,Action,Ubisoft,Ubisoft,7.3,0.01,0.0,0.0,0.0,0.0,2015.0,0,17,685,64.0,56.0,0.0004921259842519685,0.569620253164557,0.5773195876288659,0.23006821047245118,0
darksiders iii,Pc,Action,Thq Nordic,Gunfire Games,7.3,0.01,0.0,0.0,0.01,0.0,2018.0,0,17,658,64.0,70.0,0.0004921259842519685,0.569620253164557,0.7216494845360825,0.26615068469925535,0
boulder dash-xl,Pc,Action,Kalypso,Catnip Games,7.3,0.01,0.0,0.0,0.01,0.0,2011.0,0,17,337,71.0,0.0,0.0004921259842519685,0.6582278481012658,0.0,0.09902945280574103,0
super bubble pop,Xb,Puzzle,Jaleco,Runecraft,7.3,0.01,0.01,0.0,0.0,0.0,2002.0,11,36,328,54.0,0.0,0.0004921259842519685,0.4430379746835443,0.0,0.06675097179308281,0
egg mania: eggstreme madness,Gc,Puzzle,Kemco,Hotgen Studios,7.3,0.01,0.01,0.0,0.0,0.0,2002.0,11,8,341,64.0,0.0,0.0004921259842519685,0.569620253164557,0.0,0.08573831356523472,0
egg mania: eggstreme madness,Xb,Puzzle,Kemco,Hotgen Studios,7.3,0.01,0.01,0.0,0.0,0.0,2002.0,11,36,341,64.0,0.0,0.0004921259842519685,0.569620253164557,0.0,0.08573831356523472,0
groovin' blocks,Wii,Puzzle,Zoo Games,Empty Clip Studios,7.3,0.01,0.01,0.0,0.0,0.0,2009.0,11,31,737,75.0,0.0,0.0004921259842519685,0.7088607594936709,0.0,0.1066243895146018,0
neopets puzzle adventure,Pc,Puzzle,Capcom,Infinite Interactive,7.3,0.01,0.0,0.0,0.0,0.0,2008.0,11,17,107,70.0,0.0,0.0004921259842519685,0.6455696202531646,0.0,0.09713071862852586,0
puyo pop fever,Gc,Puzzle,Sega,Sonic Team,7.9,0.01,0.01,0.0,0.0,0.0,2004.0,11,8,566,76.0,84.0,0.0004921259842519685,0.7215189873417721,0.865979381443299,0.32501796905264174,1
tetris ultimate,3Ds,Puzzle,Ubisoft,Ubisoft Montreal,7.3,0.01,0.0,0.0,0.01,0.0,2014.0,11,2,685,68.0,50.0,0.0004921259842519685,0.620253164556962,0.5154639175257731,0.22219922965553876,0
7 wonders of the ancient world,Pc,Puzzle,Mumbo Jumbo,Hot Lava Games,7.3,0.01,0.0,0.0,0.01,0.0,2007.0,11,17,432,51.0,56.0,0.0004921259842519685,0.4050632911392405,0.5773195876288659,0.20538466616865375,0
bermuda triangle: saving the coral,Ds,Puzzle,Storm City Games,Northpole Studio,7.3,0.01,0.01,0.0,0.0,0.0,2010.0,11,4,609,60.0,0.0,0.0004921259842519685,0.5189873417721519,0.0,0.07814337685637396,0
capcom puzzle world,Psp,Puzzle,Capcom,Capcom,7.4,0.01,0.01,0.0,0.0,0.0,2007.0,11,25,107,65.0,0.0,0.0004921259842519685,0.5822784810126582,0.0,0.0876370477424499,0
bermuda triangle: saving the coral,Wii,Puzzle,Storm City Games,Storm City Games,7.3,0.01,0.01,0.0,0.0,0.0,2009.0,11,31,609,60.0,0.0,0.0004921259842519685,0.5189873417721519,0.0,0.07814337685637396,0
mega brain boost,Ds,Puzzle,Majesco,Interchannel-Holon,7.3,0.01,0.01,0.0,0.0,0.0,2008.0,11,4,375,48.0,0.0,0.0004921259842519685,0.3670886075949367,0.0,0.05535856672979169,0
zuma's revenge!,Pc,Puzzle,Popcap Games,Popcap Games,8.3,0.01,0.01,0.0,0.0,0.0,2009.0,11,17,515,78.0,75.0,0.0004921259842519685,0.7468354430379747,0.7731958762886598,0.3056195611184123,1
steel horizon,Psp,Strategy,Konami,Climax Group,7.3,0.01,0.01,0.0,0.0,0.0,2007.0,18,25,353,42.0,0.0,0.0004921259842519685,0.2911392405063291,0.0,0.043966161666500546,0
lionheart: kings' crusade,Pc,Strategy,Paradox Interactive,Neocore Games,6.3,0.01,0.0,0.0,0.01,0.0,2010.0,18,17,492,71.0,71.0,0.0004921259842519685,0.6582278481012658,0.7319587628865979,0.2820191435273905,0
warhammer: mark of chaos - battle march,Pc,Strategy,Namco Bandai,Black Hole Entertainment,7.3,0.01,0.0,0.0,0.01,0.0,2008.0,18,17,436,65.0,74.0,0.0004921259842519685,0.5822784810126582,0.7628865979381443,0.278358697226986,0
universe at war: earth assault,Pc,Strategy,Sega,Petroglyph Games,7.3,0.01,0.0,0.0,0.0,0.0,2007.0,18,17,566,77.0,85.0,0.0004921259842519685,0.7341772151898734,0.8762886597938144,0.3294940228174858,1
europa universalis iii,Pc,Strategy,Paradox Interactive,Paradox Interactive,7.3,0.01,0.0,0.0,0.01,0.0,2007.0,18,17,492,83.0,86.0,0.0004921259842519685,0.810126582278481,0.8865979381443299,0.3434637474684058,1
shogun: total war,Pc,Strategy,Electronic Arts,The Creative Assembly,8.8,0.01,0.0,0.0,0.01,0.0,2000.0,18,17,178,84.0,82.0,0.0004921259842519685,0.8227848101265823,0.845360824742268,0.3350532032951055,1
command & conquer: generals,Pc,Strategy,Electronic Arts,Ea Pacific,8.6,0.01,0.01,0.0,0.0,0.0,2003.0,18,17,178,84.0,85.0,0.0004921259842519685,0.8227848101265823,0.8762886597938144,0.34278516205799214,1
pride of nations,Pc,Strategy,Paradox Interactive,Ageod,7.3,0.01,0.0,0.0,0.01,0.0,2011.0,18,17,492,70.0,56.0,0.0004921259842519685,0.6455696202531646,0.5773195876288659,0.24146061553574233,0
d-day,Pc,Strategy,O3 Entertainment,Digital Reality,7.3,0.01,0.0,0.0,0.01,0.0,2004.0,18,17,473,56.0,70.0,0.0004921259842519685,0.46835443037974683,0.7216494845360825,0.2509608112815338,0
jagged alliance: rage!,Xone,Strategy,Thq Nordic,Cliffhanger Productions,7.3,0.01,0.01,0.0,0.0,0.0,2018.0,18,38,658,59.0,31.0,0.0004921259842519685,0.5063291139240507,0.31958762886597936,0.1561415498956536,0
ufo: extraterrestrials,Pc,Strategy,Tri Synergy,Chaos Concept,7.3,0.01,0.0,0.0,0.01,0.0,2007.0,18,17,672,68.0,67.0,0.0004921259842519685,0.620253164556962,0.6907216494845361,0.2660136626452295,0
defenders of ardania,Pc,Strategy,Paradox Interactive,Most Wanted Entertainment,7.3,0.01,0.0,0.0,0.01,0.0,2008.0,18,17,492,52.0,68.0,0.0004921259842519685,0.4177215189873418,0.7010309278350515,0.23821123539741532,0
steel horizon,Ds,Strategy,Konami,Climax Group,7.3,0.01,0.01,0.0,0.0,0.0,2007.0,18,4,353,42.0,0.0,0.0004921259842519685,0.2911392405063291,0.0,0.043966161666500546,0
lock's quest,Ps4,Strategy,Thq Nordic,5Th Cell,7.3,0.01,0.01,0.0,0.0,0.0,2017.0,18,23,658,80.0,80.0,0.0004921259842519685,0.7721518987341772,0.8247422680412371,0.322303627410987,1
heroes of the storm,Pc,Strategy,Blizzard Entertainment,Blizzard Entertainment,7.3,0.01,0.01,0.0,0.0,0.0,2014.0,18,17,97,86.0,63.0,0.0004921259842519685,0.8481012658227848,0.6494845360824743,0.28988159948458747,1
battle worlds: kronos,Xone,Strategy,Nordic Games,King Art Games,7.3,0.01,0.01,0.0,0.0,0.0,2016.0,18,38,467,71.0,71.0,0.0004921259842519685,0.6582278481012658,0.7319587628865979,0.2820191435273905,0
storm: frontline nation,Pc,Strategy,Viva Media,Colossai Studio,7.0,0.01,0.0,0.0,0.01,0.0,2011.0,18,17,711,60.0,81.0,0.0004921259842519685,0.5189873417721519,0.8350515463917526,0.28690626345431214,0
jagged alliance: rage!,Ps4,Strategy,Thq Nordic,Cliffhanger Productions,7.3,0.01,0.01,0.0,0.0,0.0,2018.0,18,23,658,59.0,31.0,0.0004921259842519685,0.5063291139240507,0.31958762886597936,0.1561415498956536,0
emperor: rise of the middle kingdom,Pc,Strategy,Sierra Entertainment,Breakaway Games,7.3,0.01,0.0,0.0,0.01,0.0,2002.0,18,17,571,77.0,78.0,0.0004921259842519685,0.7341772151898734,0.8041237113402062,0.31145278570408375,1
the eye of judgment: legends,Psp,Strategy,Sony Computer Entertainment,Sce Japan Studio,7.3,0.01,0.0,0.01,0.0,0.0,2010.0,18,25,585,75.0,71.0,0.0004921259842519685,0.7088607594936709,0.7319587628865979,0.2896140802362513,0
king's bounty: armored princess,Pc,Strategy,1C Company,Katauri Interactive,7.3,0.01,0.0,0.0,0.01,0.0,2009.0,18,17,2,82.0,85.0,0.0004921259842519685,0.7974683544303798,0.8762886597938144,0.33898769370356174,1
hospital tycoon,Pc,Strategy,Codemasters,Big Red Software,4.0,0.01,0.0,0.0,0.01,0.0,2007.0,18,17,118,51.0,50.0,0.0004921259842519685,0.4050632911392405,0.5154639175257731,0.18992074864288055,0
this is the police 2,Ns,Strategy,Thq Nordic,Weappy Studio,7.3,0.01,0.01,0.0,0.0,0.0,2018.0,18,15,658,66.0,67.0,0.0004921259842519685,0.5949367088607594,0.6907216494845361,0.2622161942907991,0
battlestations: midway,Pc,Strategy,Eidos Interactive,Eidos Hungary,7.7,0.01,0.0,0.0,0.01,0.0,2007.0,18,17,174,73.0,50.0,0.0004921259842519685,0.6835443037974683,0.5154639175257731,0.2316929005416147,0
space hulk,Psv,Strategy,Funbox Media,Electronic Arts,7.3,0.01,0.0,0.0,0.01,0.0,2015.0,18,26,219,58.0,66.0,0.0004921259842519685,0.4936708860759494,0.6804123711340206,0.24444900128544875,0
shadow tactics: blades of the shogun,Xone,Strategy,Kalypso Media,Mimimi Productions,7.3,0.01,0.01,0.0,0.0,0.0,2017.0,18,38,338,85.0,84.0,0.0004921259842519685,0.8354430379746836,0.865979381443299,0.3421065766475785,1
mercenaries saga chronicles,Ns,Strategy,Pm Studios,"Rideon Japan, Inc.",7.3,0.01,0.01,0.0,0.0,0.0,2018.0,18,15,512,68.0,79.0,0.0004921259842519685,0.620253164556962,0.8144329896907216,0.2969414976967759,1
battle worlds: kronos,Pc,Strategy,King Art Games,King Art Games,7.3,0.01,0.0,0.0,0.01,0.0,2013.0,18,17,344,71.0,71.0,0.0004921259842519685,0.6582278481012658,0.7319587628865979,0.2820191435273905,0
battleforge,Pc,Strategy,Electronic Arts,Ea Phenomic,7.3,0.01,0.0,0.0,0.01,0.0,2009.0,18,17,178,75.0,81.0,0.0004921259842519685,0.7088607594936709,0.8350515463917526,0.31538727611253997,1
battle worlds: kronos,Ps4,Strategy,Nordic Games,King Art Games,7.3,0.01,0.01,0.0,0.0,0.0,2016.0,18,23,467,71.0,71.0,0.0004921259842519685,0.6582278481012658,0.7319587628865979,0.2820191435273905,0
command & conquer 4: tiberian twilight,Pc,Strategy,Electronic Arts,Ea Los Angeles,6.6,0.01,0.0,0.0,0.01,0.0,2010.0,18,17,178,64.0,22.0,0.0004921259842519685,0.569620253164557,0.2268041237113402,0.14243934449306977,0
nobunaga's ambition: taishi,Ns,Strategy,Koei Tecmo,Koei Tecmo Games,7.3,0.01,0.0,0.01,0.0,0.0,2017.0,18,15,351,70.0,57.0,0.0004921259842519685,0.6455696202531646,0.5876288659793815,0.24403793512337124,0
theatre of war,Pc,Strategy,Cdv Software Entertainment,Battlefront,7.3,0.01,0.0,0.0,0.01,0.0,2008.0,18,17,112,66.0,66.0,0.0004921259842519685,0.5949367088607594,0.6804123711340206,0.25963887470317026,0
sengoku,Pc,Strategy,Paradox Interactive,Paradox Interactive,7.3,0.01,0.0,0.0,0.01,0.0,2011.0,18,17,492,70.0,68.0,0.0004921259842519685,0.6455696202531646,0.7010309278350515,0.2723884505872887,0
evil genius,Pc,Strategy,Vu Games,Elixir Studios,7.3,0.01,0.0,0.0,0.01,0.0,2004.0,18,17,714,75.0,84.0,0.0004921259842519685,0.7088607594936709,0.865979381443299,0.32311923487542654,1
impossible creatures,Pc,Strategy,Microsoft Game Studios,Relic,7.3,0.01,0.0,0.0,0.01,0.0,2002.0,18,17,410,72.0,85.0,0.0004921259842519685,0.6708860759493671,0.8762886597938144,0.32000035193140985,1
imperium romanum,Pc,Strategy,Southpeak Interactive,Haemimont Games,7.3,0.01,0.0,0.0,0.01,0.0,2008.0,18,17,593,63.0,71.0,0.0004921259842519685,0.5569620253164557,0.7319587628865979,0.266829270109669,0
dr. sudoku,Gba,Puzzle,Mastiff,Success,6.7,0.01,0.0,0.0,0.0,0.0,2006.0,11,6,384,68.0,0.0,0.0004921259842519685,0.620253164556962,0.0,0.09333325027409548,0
persona 3: dancing in moonlight,Psv,Music,Atlus,Atlus,7.3,0.01,0.0,0.01,0.0,0.0,2018.0,8,26,70,73.0,69.0,0.0004921259842519685,0.6835443037974683,0.711340206185567,0.2806619727065632,0
musynx,Ns,Music,Pm Studios,Pm Studios,7.5,0.01,0.01,0.0,0.0,0.0,2018.0,8,15,512,78.0,75.0,0.0004921259842519685,0.7468354430379747,0.7731958762886598,0.3056195611184123,1
the elder scrolls online: summerset,Pc,Mmo,Bethesda Softworks,Zenimax Online Studios,7.3,0.01,0.0,0.0,0.01,0.0,2018.0,7,17,87,83.0,62.0,0.0004921259842519685,0.810126582278481,0.6391752577319587,0.281608077365313,0
sonic mega collection plus,Pc,Misc,Sega,Sonic Team,7.3,0.01,0.0,0.0,0.01,0.0,2007.0,6,17,566,73.0,85.0,0.0004921259842519685,0.6835443037974683,0.8762886597938144,0.32189908610862505,1
sega 3d classics collection,3Ds,Misc,Sega,M2,7.3,0.01,0.0,0.0,0.01,0.0,2016.0,6,2,566,73.0,77.0,0.0004921259842519685,0.6835443037974683,0.7938144329896907,0.3012805294075941,1
buzz! quiz world,Psp,Misc,Sony Computer Entertainment,Relentless Software,5.9,0.01,0.0,0.0,0.0,0.0,2009.0,6,25,585,80.0,77.0,0.0004921259842519685,0.7721518987341772,0.7938144329896907,0.31457166864810043,1
quantum conundrum,Ps3,Misc,Square Enix,Unknown,7.3,0.01,0.0,0.0,0.01,0.0,2012.0,6,22,601,77.0,72.0,0.0004921259842519685,0.7341772151898734,0.7422680412371134,0.29598886817831055,1
teenage mutant ninja turtles: out of the shadows,X360,Misc,Activision,Unknown,7.3,0.01,0.0,0.0,0.01,0.0,2013.0,6,35,23,38.0,54.0,0.0004921259842519685,0.24050632911392406,0.5567010309278351,0.17554648268959855,0
little king's story,Psv,Misc,Konami Digital Entertainment,Unknown,7.3,0.01,0.0,0.0,0.01,0.0,2012.0,6,26,354,87.0,82.0,0.0004921259842519685,0.8607594936708861,0.845360824742268,0.34074940582675106,1
darkstalkers resurrection,X360,Misc,Capcom,Unknown,7.3,0.01,0.0,0.01,0.0,0.0,2013.0,6,35,107,80.0,74.0,0.0004921259842519685,0.7721518987341772,0.7628865979381443,0.3068397098852138,1
grand theft auto online,Ps3,Misc,Take-Two Interactive,Unknown,7.3,0.01,0.0,0.0,0.01,0.0,2013.0,6,22,631,80.0,58.0,0.0004921259842519685,0.7721518987341772,0.5979381443298969,0.265602596483152,0
stranger of sword city,X360,Misc,Experience Inc.,Unknown,7.3,0.01,0.0,0.01,0.0,0.0,2014.0,6,35,198,71.0,82.0,0.0004921259842519685,0.6582278481012658,0.845360824742268,0.31036965899130803,1
grand theft auto: san andreas,Ps3,Misc,Rockstar Games,Unknown,7.3,0.01,0.0,0.0,0.01,0.0,2012.0,6,22,552,95.0,92.0,0.0004921259842519685,0.9620253164556962,0.9484536082474226,0.38171247512076123,1
this is the police,Xone,Simulation,Thq Nordic,Weappy Studio,7.3,0.01,0.0,0.0,0.0,0.0,2017.0,16,38,658,66.0,77.0,0.0004921259842519685,0.5949367088607594,0.7938144329896907,0.28798939016708774,0
dawn of discovery: venice,Pc,Simulation,Ubisoft,Blue Byte Software / Related Designs,7.0,0.01,0.0,0.0,0.0,0.0,2010.0,16,17,685,78.0,86.0,0.0004921259842519685,0.7468354430379747,0.8865979381443299,0.33397007658232986,1
metal gear solid hd edition,X360,Misc,Konami Digital Entertainment,Unknown,7.3,0.01,0.0,0.01,0.0,0.0,2011.0,6,35,354,81.0,85.0,0.0004921259842519685,0.7848101265822784,0.8762886597938144,0.33708895952634654,1
dragon ball z for kinect,X360,Misc,Namco Bandai Games,Unknown,7.3,0.01,0.01,0.0,0.0,0.0,2012.0,6,35,437,49.0,24.0,0.0004921259842519685,0.379746835443038,0.24742268041237114,0.11911297101009966,0
deal or no deal,Pc,Misc,Global Star Software,Global Star Software,7.3,0.01,0.0,0.0,0.01,0.0,2006.0,6,17,252,20.0,35.0,0.0004921259842519685,0.012658227848101266,0.36082474226804123,0.09240019533477668,0
after burner: black falcon,Psp,Simulation,Sega,Planet Moon Studios,7.4,0.01,0.01,0.0,0.0,0.0,2007.0,16,25,566,73.0,66.0,0.0004921259842519685,0.6835443037974683,0.6804123711340206,0.27293001394367655,0
the sims: life stories,Pc,Simulation,Electronic Arts,Maxis,7.3,0.01,0.0,0.0,0.01,0.0,2007.0,16,17,178,72.0,70.0,0.0004921259842519685,0.6708860759493671,0.7216494845360825,0.28134055811697684,0
time ace,Ds,Simulation,Konami,Trainwreck Studios,7.3,0.01,0.01,0.0,0.0,0.0,2007.0,16,4,353,52.0,0.0,0.0004921259842519685,0.4177215189873418,0.0,0.06295350343865244,0
simcity 3000 unlimited,Pc,Simulation,Electronic Arts,Maxis,6.9,0.01,0.01,0.0,0.0,0.0,2000.0,16,17,178,77.0,84.0,0.0004921259842519685,0.7341772151898734,0.865979381443299,0.32691670322985694,1
pilot academy,Psp,Simulation,Rising Star,Kuju Entertainment,7.3,0.01,0.0,0.0,0.01,0.0,2006.0,16,25,548,67.0,0.0,0.0004921259842519685,0.6075949367088608,0.0,0.09143451609688029,0
gardening mama 2: forest friends,3Ds,Simulation,Majesco Entertainment,Cooking Mama Ltd.,7.3,0.01,0.0,0.0,0.01,0.0,2014.0,16,2,376,43.0,74.0,0.0004921259842519685,0.3037974683544304,0.7628865979381443,0.2365865453282518,0
bus driver,Pc,Simulation,Meridian4,Scs Software,7.3,0.01,0.0,0.0,0.01,0.0,2008.0,16,17,401,61.0,69.0,0.0004921259842519685,0.5316455696202531,0.711340206185567,0.2578771625799809,0
il-2 sturmovik,Pc,Simulation,Ubisoft,1C Maddox Games,7.3,0.01,0.0,0.0,0.01,0.0,2001.0,16,17,685,91.0,85.0,0.0004921259842519685,0.9113924050632911,0.8762886597938144,0.35607630129849843,1
rail simulator,Pc,Simulation,Electronic Arts,Kuju Entertainment,7.3,0.01,0.0,0.0,0.01,0.0,2008.0,16,17,178,72.0,50.0,0.0004921259842519685,0.6708860759493671,0.5154639175257731,0.22979416636439953,0
flipping death,Ns,Adventure,Rising Star,Zoink Games,7.5,0.01,0.01,0.0,0.0,0.0,2018.0,2,15,548,83.0,72.0,0.0004921259842519685,0.810126582278481,0.7422680412371134,0.3073812732416017,1
lifesigns: surgical unit,Ds,Simulation,Dreamcatcher Interactive,Spike,7.3,0.01,0.01,0.0,0.01,0.0,2007.0,16,4,161,61.0,0.0,0.0004921259842519685,0.5316455696202531,0.0,0.08004211103358914,0
ship simulator 2008,Pc,Simulation,Lighthouse Interactive,Vstep,7.3,0.01,0.0,0.0,0.01,0.0,2008.0,16,17,364,62.0,43.0,0.0004921259842519685,0.5443037974683544,0.44329896907216493,0.1927655874788456,0
screamride,Xone,Simulation,Microsoft Studios,Frontier Developments,7.3,0.01,0.0,0.0,0.01,0.0,2015.0,16,38,411,71.0,69.0,0.0004921259842519685,0.6582278481012658,0.711340206185567,0.2768645043521328,0
dangerous waters,Pc,Simulation,Strategy First,Sonalysts Combat Simulations,7.3,0.01,0.0,0.0,0.01,0.0,2006.0,16,17,610,82.0,83.0,0.0004921259842519685,0.7974683544303798,0.8556701030927835,0.33383305452830403,1
fullmetal alchemist: trading card game,Ds,Misc,Destineer,Magellan Interactive,7.3,0.01,0.01,0.0,0.0,0.0,2007.0,6,4,146,61.0,0.0,0.0004921259842519685,0.5316455696202531,0.0,0.08004211103358914,0
dokuro,Psv,Misc,Gungho,Unknown,7.3,0.01,0.0,0.01,0.0,0.0,2012.0,6,26,268,76.0,79.0,0.0004921259842519685,0.7215189873417721,0.8144329896907216,0.3121313711144974,1
doki-doki universe,Psv,Misc,Sony Computer Entertainment,Humanature Studios,7.3,0.01,0.0,0.0,0.01,0.0,2013.0,6,26,585,71.0,64.0,0.0004921259842519685,0.6582278481012658,0.6597938144329897,0.26397790641398844,0
rayman raving rabbids,Pc,Misc,Ubisoft,Ubisoft Bulgaria,7.3,0.01,0.0,0.0,0.01,0.0,2006.0,6,17,685,76.0,69.0,0.0004921259842519685,0.7215189873417721,0.711340206185567,0.2863581752382087,0
castle of shikigami iii,X360,Shooter,Arc System Works,Alfa System,7.3,0.01,0.0,0.01,0.0,0.0,2007.0,15,35,47,67.0,80.0,0.0004921259842519685,0.6075949367088608,0.8247422680412371,0.29762008310718957,1
deadfall adventures,X360,Shooter,Nordic Games,The Farm 51,7.3,0.01,0.0,0.0,0.01,0.0,2013.0,15,35,467,53.0,68.0,0.0004921259842519685,0.43037974683544306,0.7010309278350515,0.2401099695746305,0
kokuga,3Ds,Shooter,G.Rev,G.Rev Ltd.,7.3,0.01,0.0,0.01,0.0,0.0,2012.0,15,2,223,77.0,73.0,0.0004921259842519685,0.7341772151898734,0.7525773195876289,0.2985661877659394,1
duke nukem advance,Gba,Shooter,Take-Two Interactive,Torus Games,8.5,0.01,0.0,0.0,0.0,0.0,2002.0,15,6,631,81.0,73.0,0.0004921259842519685,0.7848101265822784,0.7525773195876289,0.30616112447480015,1
ziggurat,Xone,Shooter,Milkstone Studios,Milkstone Studios,7.3,0.01,0.0,0.0,0.01,0.0,2015.0,15,38,417,80.0,73.0,0.0004921259842519685,0.7721518987341772,0.7525773195876289,0.30426239029758495,1
tom clancy's ghost recon advanced warfighter 2,Pc,Shooter,Ubisoft,Grin,7.3,0.01,0.0,0.0,0.01,0.0,2007.0,15,17,685,86.0,73.0,0.0004921259842519685,0.8481012658227848,0.7525773195876289,0.3156547953608761,1
chaos field,Gc,Shooter,O3 Entertainment,Milestone Inc.,7.3,0.01,0.01,0.0,0.0,0.0,2005.0,15,8,473,63.0,0.0,0.0004921259842519685,0.5569620253164557,0.0,0.08383957938801952,0
world war ii combat: iwo jima,Xb,Shooter,Groove Games,Direct Action Games,7.3,0.01,0.01,0.0,0.0,0.0,2006.0,15,36,263,26.0,46.0,0.0004921259842519685,0.08860759493670886,0.4742268041237113,0.13214311586198535,0
ninja gaiden sigma 2,Psv,Misc,Tecmo Koei,Unknown,7.3,0.01,0.0,0.01,0.0,0.0,2013.0,6,26,644,83.0,78.0,0.0004921259842519685,0.810126582278481,0.8041237113402062,0.3228451907673749,1
freaky flyers,Gc,Racing,Midway Games,Midway Games,7.3,0.01,0.01,0.0,0.0,0.0,2003.0,12,8,413,64.0,0.0,0.0004921259842519685,0.569620253164557,0.0,0.08573831356523472,0
rally championship,Gc,Racing,Conspiracy Entertainment,Warthog,7.3,0.01,0.01,0.0,0.0,0.0,2003.0,12,8,125,63.0,0.0,0.0004921259842519685,0.5569620253164557,0.0,0.08383957938801952,0
grooverider: slot car thunder,Gc,Racing,Encore,King Of The Jungle,4.5,0.01,0.01,0.0,0.0,0.0,2003.0,12,8,182,45.0,0.0,0.0004921259842519685,0.3291139240506329,0.0,0.04966236419814611,0
monster jam,Pc,Racing,Activision,Torus Games,7.3,0.01,0.01,0.0,0.0,0.0,2007.0,12,17,23,43.0,66.0,0.0004921259842519685,0.3037974683544304,0.6804123711340206,0.21596798862722089,0
dirt 4,Pc,Racing,Deep Silver,Codemasters,9.2,0.01,0.0,0.0,0.01,0.0,2017.0,12,17,144,85.0,74.0,0.0004921259842519685,0.8354430379746836,0.7628865979381443,0.3163333807712898,1
freekstyle,Gba,Racing,Dsi Games,Full Fat,7.2,0.01,0.01,0.0,0.0,0.0,2003.0,12,6,162,81.0,78.0,0.0004921259842519685,0.7848101265822784,0.8041237113402062,0.3190477224129445,1
motogp 14,Psv,Racing,Namco Bandai Games,Milestone S.R.L.,7.3,0.01,0.0,0.0,0.01,0.0,2014.0,12,26,437,73.0,63.0,0.0004921259842519685,0.6835443037974683,0.6494845360824743,0.26519805518079,0
smuggler's run,Gba,Racing,"Destination Software, Inc",Rebellion Developments,7.3,0.01,0.01,0.0,0.0,0.0,2002.0,12,6,145,79.0,65.0,0.0004921259842519685,0.759493670886076,0.6701030927835051,0.28174509941933884,0
moto racer advance,Gba,Racing,Ubisoft,Adeline Software,7.3,0.01,0.01,0.0,0.0,0.0,2002.0,12,6,685,86.0,0.0,0.0004921259842519685,0.8481012658227848,0.0,0.12751046546396888,0
colin mcrae rally 04,Pc,Racing,Codemasters,Codemasters,7.3,0.01,0.0,0.0,0.01,0.0,2004.0,12,17,118,84.0,83.0,0.0004921259842519685,0.8227848101265823,0.8556701030927835,0.3376305228827344,1
